,PAY,PROB
225,2.25,0.003194404734060269
226,2.26,0.003202496424396551
227,2.27,0.0032106085456325545
228,2.28,0.003218741149019858
229,2.29,0.0032268942859369145
230,2.3,0.0032350680078893483
231,2.31,0.0032432623665102616
232,2.32,0.0032514774135605465
233,2.33,0.003259713200929181
234,2.34,0.0032679697806335503
235,2.35,0.00327624720481975
236,2.36,0.0032845455257628944
237,2.37,0.003292864795867429
238,2.38,0.00330120506766744
239,2.39,0.00330956639382697
240,2.4,0.003317948827140318
241,2.41,0.0033263524205323705
242,2.42,0.0033347772270589026
243,2.43,0.003343223299906898
244,2.44,0.003351690692394864
245,2.45,0.0033601794579731373
246,2.46,0.0033686896502242185
247,2.47,0.0033772213228630762
248,2.48,0.0033857745297374707
249,2.49,0.003394349324828272
250,2.5,0.003402945762249771
251,2.51,0.0034115638962500154
252,2.52,0.00342020378121112
253,2.53,0.0034288654716495897
254,2.54,0.0034375490222166463
255,2.55,0.0034462544876985397
256,2.56,0.003454981923016888
257,2.57,0.0034637313832289927
258,2.58,0.003472502923528164
259,2.59,0.0034812965992440494
260,2.6,0.003490112465842962
261,2.61,0.0034989505789281964
262,2.62,0.0035078109942403746
263,2.63,0.0035166937676577633
264,2.64,0.003525598955196606
265,2.65,0.0035345266130114546
266,2.66,0.003543476797395502
267,2.67,0.003552449564780904
268,2.68,0.003561444971739126
269,2.69,0.003570463074981271
270,2.7,0.0035795039313584096
271,2.71,0.0035885675978619223
272,2.72,0.0035976541316238213
273,2.73,0.003606763589917105
274,2.74,0.0036158960301560863
275,2.75,0.003625051509896727
276,2.76,0.003634230086836985
277,2.77,0.003643431818817139
278,2.78,0.0036526567638201484
279,2.79,0.00366190497997198
280,2.8,0.003671176525541954
281,2.81,0.00368047145894309
282,2.82,0.0036897898387324352
283,2.83,0.003699131723611432
284,2.84,0.003708497172426242
285,2.85,0.0037178862441681042
286,2.86,0.0037272989979736746
287,2.87,0.0037367354931253783
288,2.88,0.003746195789051744
289,2.89,0.003755679945327773
290,2.9,0.0037651880216752753
291,2.91,0.003774720077963221
292,2.92,0.0037842761742080937
293,2.93,0.003793856370574243
294,2.94,0.0038034607273742266
295,2.95,0.0038130893050691804
296,2.96,0.0038227421642691604
297,2.97,0.0038324193657335026
298,2.98,0.0038421209703711767
299,2.99,0.0038518470392411366
300,3.0,0.00386159763355269
301,3.01,0.0038713728146658466
302,3.02,0.003881172644091682
303,3.03,0.0038909971834926956
304,3.04,0.003900846494683161
305,3.05,0.003910720639629506
306,3.06,0.003920619680450664
307,3.07,0.003930543679418431
308,3.08,0.003940492698957842
309,3.09,0.003950466801647525
310,3.1,0.003960466050220072
311,3.11,0.003970490507562393
312,3.12,0.003980540236716105
313,3.13,0.0039906153008778785
314,3.14,0.004000715763399815
315,3.15,0.004010841687789819
316,3.16,0.004020993137711954
317,3.17,0.00403117017698683
318,3.18,0.0040413728695919676
319,3.19,0.004051601279662165
320,3.2,0.004061855471489887
321,3.21,0.004072135509525612
322,3.22,0.0040824414583782356
323,3.23,0.004092773382815431
324,3.24,0.004103131347764027
325,3.25,0.004113515418310389
326,3.26,0.004123925659700784
327,3.27,0.004134362137341781
328,3.28,0.0041448249168006155
329,3.29,0.004155314063805572
330,3.3,0.0041658296442463735
331,3.31,0.004176371724174544
332,3.32,0.004186940369803816
333,3.33,0.004197535647510501
334,3.34,0.004208157623833873
335,3.35,0.004218806365476561
336,3.36,0.0042294819393049275
337,3.37,0.004240184412349466
338,3.38,0.004250913851805172
339,3.39,0.00426167032503195
340,3.4,0.0042724538995549954
341,3.41,0.004283264643065183
342,3.42,0.004294102623419466
343,3.43,0.004304967908641251
344,3.44,0.004315860566920814
345,3.45,0.004326780666615677
346,3.46,0.004337728276251015
347,3.47,0.004348703464520044
348,3.48,0.004359706300284408
349,3.49,0.004370736852574603
350,3.5,0.004381795190590351
351,3.51,0.004392881383701009
352,3.52,0.004403995501445973
353,3.53,0.004415137613535061
354,3.54,0.004426307789848936
355,3.55,0.0044375061004395
356,3.56,0.004448732615530293
357,3.57,0.004459987405516906
358,3.58,0.004471270540967369
359,3.59,0.004482582092622583
360,3.6,0.004493922131396706
361,3.61,0.004505290728377569
362,3.62,0.004516687954827081
363,3.63,0.004528113882181646
364,3.64,0.004539568582052566
365,3.65,0.004551052126226444
366,3.66,0.00456256458666562
367,3.67,0.0045741060355085645
368,3.68,0.004585676545070298
369,3.69,0.004597276187842812
370,3.7,0.004608905036495461
371,3.71,0.004620563163875414
372,3.72,0.00463225064300805
373,3.73,0.004643967547097375
374,3.74,0.004655713949526458
375,3.75,0.004667489923857822
376,3.76,0.004679295543833899
377,3.77,0.0046911308833774285
378,3.78,0.004702996016591889
379,3.79,0.004714891017761921
380,3.8,0.004726815961353752
381,3.81,0.004738770922015611
382,3.82,0.004750755974578174
383,3.83,0.004762771194054981
384,3.84,0.004774816655642862
385,3.85,0.00478689243472237
386,3.86,0.004798998606858214
387,3.87,0.0048111352477996725
388,3.88,0.004823302433481054
389,3.89,0.004835500240022105
390,3.9,0.004847728743728458
391,3.91,0.004859988021092063
392,3.92,0.004872278148791607
393,3.93,0.004884599203692981
394,3.94,0.004896951262849692
395,3.95,0.00490933440350331
396,3.96,0.004921748703083917
397,3.97,0.004934194239210516
398,3.98,0.0049466710896915135
399,3.99,0.00495917933252513
400,4.0,0.004971719045899858
401,4.01,0.004984290308194901
402,4.02,0.004996893197980622
403,4.03,0.0050095277940189736
404,4.04,0.005022194175263969
405,4.05,0.005034892420862113
406,4.06,0.005047622610152861
407,4.07,0.005060384822669043
408,4.08,0.005073179138137366
409,4.09,0.005086005636478797
410,4.1,0.005098864397809072
411,4.11,0.005111755502439122
412,4.12,0.005124679030875533
413,4.13,0.005137635063821006
414,4.14,0.005150623682174793
415,4.15,0.005163644967033183
416,4.16,0.005176698999689939
417,4.17,0.005189785861636768
418,4.18,0.0052029056345637755
419,4.19,0.005216058400359916
420,4.2,0.005229244241113481
421,4.21,0.005242463239112537
422,4.22,0.005255715476845403
423,4.23,0.005269001037001111
424,4.24,0.005282320002469862
425,4.25,0.005295672456343509
426,4.26,0.0053090584819160186
427,4.27,0.005322478162683933
428,4.28,0.005335931582346852
429,4.29,0.005349418824807874
430,4.3,0.005362939974174123
431,4.31,0.005376495114757155
432,4.32,0.00539008433107348
433,4.33,0.005403707707845015
434,4.34,0.005417365329999563
435,4.35,0.005431057282671295
436,4.36,0.005444783651201207
437,4.37,0.005458544521137626
438,4.38,0.005472339978236675
439,4.39,0.005486170108462751
440,4.4,0.005500034997989015
441,4.41,0.005513934733197853
442,4.42,0.0055278694006813895
443,4.43,0.005541839087241952
444,4.44,0.00555584387989256
445,4.45,0.0055698838658574164
446,4.46,0.005583959132572374
447,4.47,0.005598069767685456
448,4.48,0.005612215859057321
449,4.49,0.00562639749476176
450,4.5,0.005640614763086196
451,4.51,0.005654867752532144
452,4.52,0.005669156551815762
453,4.53,0.005683481249868278
454,4.54,0.005697841935836536
455,4.55,0.005712238699083469
456,4.56,0.005726671629188605
457,4.57,0.005741140815948546
458,4.58,0.005755646349377495
459,4.59,0.005770188319707741
460,4.6,0.00578476681739016
461,4.61,0.005799381933094707
462,4.62,0.005814033757710959
463,4.63,0.005828722382348558
464,4.64,0.005843447898337769
465,4.65,0.005858210397229958
466,4.66,0.005873009970798113
467,4.67,0.005887846711037347
468,4.68,0.005902720710165383
469,4.69,0.00591763206062313
470,4.7,0.00593258085507511
471,4.71,0.005947567186410036
472,4.72,0.005962591147741294
473,4.73,0.0059776528324074684
474,4.74,0.005992752333972841
475,4.75,0.006007889746227932
476,4.76,0.006023065163190001
477,4.77,0.006038278679103574
478,4.78,0.006053530388440938
479,4.79,0.006068820385902718
480,4.8,0.006084148766418323
481,4.81,0.006099515625146531
482,4.82,0.006114921057475982
483,4.83,0.006130365159025714
484,4.84,0.006145848025645683
485,4.85,0.006161369753417279
486,4.86,0.006176930438653882
487,4.87,0.006192530177901366
488,4.88,0.006208169067938641
489,4.89,0.006223847205778182
490,4.9,0.006239564688666545
491,4.91,0.006255321614084931
492,4.92,0.006271118079749692
493,4.93,0.006286954183612885
494,4.94,0.0063028300238627995
495,4.95,0.00631874569892448
496,4.96,0.006334701307460297
497,4.97,0.006350696948370462
498,4.98,0.006366732720793576
499,4.99,0.006382808724107173
500,5.0,0.0063989250579282375
501,5.01,0.006415081822113808
502,5.02,0.006431279116761442
503,5.03,0.006447517042209829
504,5.04,0.006463795699039301
505,5.05,0.006480115188072391
506,5.06,0.006496475610374387
507,5.07,0.006512877067253857
508,5.08,0.006529319660263238
509,5.09,0.0065458034911993574
510,5.1,0.006562328662104003
511,5.11,0.006578895275264475
512,5.12,0.006595503433214117
513,5.13,0.006612153238732916
514,5.14,0.006628844794848025
515,5.15,0.006645578204834336
516,5.16,0.006662353572215043
517,5.17,0.006679171000762175
518,5.18,0.006696030594497199
519,5.19,0.006712932457691557
520,5.2,0.0067298766948672315
521,5.21,0.006746863410797327
522,5.22,0.0067638927105065924
523,5.23,0.006780964699272065
524,5.24,0.006798079482623548
525,5.25,0.006815237166344253
526,5.26,0.006832437856471326
527,5.27,0.006849681659296453
528,5.28,0.006866968681366387
529,5.29,0.006884299029483569
530,5.3,0.006901672810706679
531,5.31,0.006919090132351216
532,5.32,0.006936551101990055
533,5.33,0.006954055827454083
534,5.34,0.006971604416832698
535,5.35,0.006989196978474454
536,5.36,0.007006833620987612
537,5.37,0.007024514453240731
538,5.38,0.0070422395843632545
539,5.39,0.007060009123746062
540,5.4,0.007077823181042129
541,5.41,0.007095681866167025
542,5.42,0.007113585289299568
543,5.43,0.0071315335608823785
544,5.44,0.007149526791622492
545,5.45,0.0071675650924919185
546,5.46,0.00718564857472827
547,5.47,0.0072037773498353375
548,5.48,0.00722195152958369
549,5.49,0.00724017122601124
550,5.5,0.007258436551423916
551,5.51,0.0072767476183961625
552,5.52,0.007295104539771615
553,5.53,0.0073135074286636665
554,5.54,0.007331956398456076
555,5.55,0.007350451562803572
556,5.56,0.0073689930356324405
557,5.57,0.0073875809311411585
558,5.58,0.007406215363800978
559,5.59,0.007424896448356535
560,5.6,0.007443624299826477
561,5.61,0.007462399033504027
562,5.62,0.007481220764957645
563,5.63,0.007500089610031614
564,5.64,0.00751900568484665
565,5.65,0.007537969105800531
566,5.66,0.00755697998956868
567,5.67,0.0075760384531048195
568,5.68,0.0075951446136415714
569,5.69,0.007614298588691067
570,5.7,0.007633500496045582
571,5.71,0.007652750453778125
572,5.72,0.007672048580243125
573,5.73,0.007691394994076968
574,5.74,0.007710789814198687
575,5.75,0.007730233159810558
576,5.76,0.0077497251503987315
577,5.77,0.007769265905733869
578,5.78,0.007788855545871733
579,5.79,0.007808494191153874
580,5.8,0.007828181962208221
581,5.81,0.007847918979949723
582,5.82,0.00786770536558099
583,5.83,0.007887541240592901
584,5.84,0.007907426726765275
585,5.85,0.00792736194616748
586,5.86,0.007947347021159089
587,5.87,0.007967382074390503
588,5.88,0.007987467228803585
589,5.89,0.008007602607632329
590,5.9,0.00802778833440348
591,5.91,0.008048024532937178
592,5.92,0.00806831132734762
593,5.93,0.00808864884204365
594,5.94,0.008109037201729511
595,5.95,0.00812947653140537
596,5.96,0.008149966956368049
597,5.97,0.008170508602211652
598,5.98,0.008191101594828217
599,5.99,0.008211746060408342
600,6.0,0.008232442125441889
601,6.01,0.008253189916718594
602,6.02,0.00827398956132875
603,6.03,0.008294841186663845
604,6.04,0.008315744920417239
605,6.05,0.008336700890584785
606,6.06,0.008357709225465547
607,6.07,0.00837877005366241
608,6.08,0.008399883504082776
609,6.09,0.008421049705939211
610,6.1,0.008442268788750094
611,6.11,0.008463540882340324
612,6.12,0.008484866116841957
613,6.13,0.008506244622694878
614,6.14,0.00852767653064749
615,6.15,0.008549161971757336
616,6.16,0.008570701077391829
617,6.17,0.008592293979228895
618,6.18,0.008613940809257644
619,6.19,0.008635641699779064
620,6.2,0.00865739678340665
621,6.21,0.008679206193067175
622,6.22,0.008701070062001251
623,6.23,0.008722988523764099
624,6.24,0.008744961712226194
625,6.25,0.008766989761573944
626,6.26,0.008789072806310394
627,6.27,0.008811210981255872
628,6.28,0.008833404421548717
629,6.29,0.008855653262645948
630,6.3,0.008877957640323942
631,6.31,0.00890031769067915
632,6.32,0.008922733550128735
633,6.33,0.008945205355411327
634,6.34,0.008967733243587676
635,6.35,0.008990317352041357
636,6.36,0.009012957818479467
637,6.37,0.009035654780933294
638,6.38,0.009058408377759064
639,6.39,0.009081218747638597
640,6.4,0.009104086029580027
641,6.41,0.009127010362918499
642,6.42,0.009149991887316841
643,6.43,0.009173030742766347
644,6.44,0.00919612706958737
645,6.45,0.00921928100843012
646,6.46,0.009242492700275327
647,6.47,0.00926576228643495
648,6.48,0.00928908990855291
649,6.49,0.009312475708605746
650,6.5,0.009335919828903392
651,6.51,0.009359422412089851
652,6.52,0.009382983601143912
653,6.53,0.009406603539379875
654,6.54,0.009430282370448241
655,6.55,0.009454020238336462
656,6.56,0.009477817287369647
657,6.57,0.009501673662211262
658,6.58,0.009525589507863887
659,6.59,0.009549564969669886
660,6.6,0.00957360019331218
661,6.61,0.009597695324814953
662,6.62,0.009621850510544355
663,6.63,0.009646065897209271
664,6.64,0.009670341631861989
665,6.65,0.00969467786189899
666,6.66,0.009719074735061641
667,6.67,0.009743532399436934
668,6.68,0.009768051003458214
669,6.69,0.009792630695905922
670,6.7,0.009817271625908326
671,6.71,0.009841973942942225
672,6.72,0.009866737796833738
673,6.73,0.009891563337759013
674,6.74,0.009916450716244963
675,6.75,0.009941400083170017
676,6.76,0.009966411589764836
677,6.77,0.00999148538761309
678,6.78,0.010016621628652186
679,6.79,0.010041820465174002
680,6.8,0.010067082049825652
681,6.81,0.010092406535610199
682,6.82,0.010117794075887443
683,6.83,0.010143244824374655
684,6.84,0.010168758935147314
685,6.85,0.010194336562639877
686,6.86,0.010219977861646504
687,6.87,0.010245682987321847
688,6.88,0.010271452095181781
689,6.89,0.010297285341104166
690,6.9,0.010323182881329614
691,6.91,0.010349144872462192
692,6.92,0.010375171471470301
693,6.93,0.010401262835687286
694,6.94,0.010427419122812316
695,6.95,0.010453640490911085
696,6.96,0.010479927098416596
697,6.97,0.010506279104129936
698,6.98,0.010532696667220997
699,6.99,0.010559179947229297
700,7.0,0.010585729104064724
701,7.01,0.0106123442980083
702,7.02,0.010639025689712974
703,7.03,0.010665773440204342
704,7.04,0.010692587710881486
705,7.05,0.010719468663517707
706,7.06,0.01074641646026131
707,7.07,0.01077343126363639
708,7.08,0.010800513236543565
709,7.09,0.010827662542260823
710,7.1,0.01085487934444425
711,7.11,0.010882163807128833
712,7.12,0.010909516094729236
713,7.13,0.010936936372040552
714,7.14,0.010964424804239177
715,7.15,0.010991981556883473
716,7.16,0.011019606795914646
717,7.17,0.011047300687657503
718,7.18,0.011075063398821233
719,7.19,0.011102895096500212
720,7.2,0.011130795948174758
721,7.21,0.01115876612171198
722,7.22,0.011186805785366523
723,7.23,0.011214915107781389
724,7.24,0.01124309425798872
725,7.25,0.011271343405410575
726,7.26,0.011299662719859771
727,7.27,0.011328052371540649
728,7.28,0.011356512531049884
729,7.29,0.011385043369377292
730,7.3,0.01141364505790659
731,7.31,0.011442317768416263
732,7.32,0.011471061673080327
733,7.33,0.011499876944469141
734,7.34,0.011528763755550214
735,7.35,0.011557722279689023
736,7.36,0.011586752690649776
737,7.37,0.011615855162596292
738,7.38,0.011645029870092758
739,7.39,0.01167427698810457
740,7.4,0.01170359669199909
741,7.41,0.011732989157546567
742,7.42,0.011762454560920826
743,7.43,0.011791993078700169
744,7.44,0.011821604887868167
745,7.45,0.01185129016581447
746,7.46,0.011881049090335643
747,7.47,0.01191088183963594
748,7.48,0.0119407885923282
749,7.49,0.011970769527434606
750,7.5,0.012000824824387534
751,7.51,0.012030954663030387
752,7.52,0.012061159223618372
753,7.53,0.012091438686819386
754,7.54,0.012121793233714814
755,7.55,0.01215222304580036
756,7.56,0.012182728304986878
757,7.57,0.012213309193601182
758,7.58,0.012243965894386913
759,7.59,0.012274698590505354
760,7.6,0.012305507465536263
761,7.61,0.012336392703478711
762,7.62,0.012367354488751878
763,7.63,0.012398393006196001
764,7.64,0.012429508441073055
765,7.65,0.012460700979067721
766,7.66,0.012491970806288165
767,7.67,0.012523318109266888
768,7.68,0.012554743074961584
769,7.69,0.012586245890755935
770,7.7,0.01261782674446052
771,7.71,0.012649485824313618
772,7.72,0.012681223318982063
773,7.73,0.0127130394175621
774,7.74,0.01274493430958019
775,7.75,0.01277690818499393
776,7.76,0.012808961234192848
777,7.77,0.012841093647999274
778,7.78,0.012873305617669188
779,7.79,0.012905597334893059
780,7.8,0.012937968991796722
781,7.81,0.012970420780942227
782,7.82,0.013002952895328681
783,7.83,0.01303556552839313
784,7.84,0.013068258874011347
785,7.85,0.013101033126498825
786,7.86,0.013133888480611476
787,7.87,0.01316682513154661
788,7.88,0.01319984327494375
789,7.89,0.013232943106885492
790,7.9,0.013266124823898395
791,7.91,0.013299388622953786
792,7.92,0.013332734701468696
793,7.93,0.0133661632573067
794,7.94,0.013399674488778737
795,7.95,0.013433268594644086
796,7.96,0.013466945774111097
797,7.97,0.01350070622683818
798,7.98,0.013534550152934621
799,7.99,0.013568477752961413
800,8.0,0.01360248922793226
801,8.01,0.013636584779314277
802,8.02,0.013670764609029036
803,8.03,0.013705028919453282
804,8.04,0.013739377913419932
805,8.05,0.013773811794218908
806,8.06,0.013808330765597957
807,8.07,0.013842935031763674
808,8.08,0.013877624797382209
809,8.09,0.013912400267580276
810,8.1,0.01394726164794598
811,8.11,0.013982209144529703
812,8.12,0.014017242963845013
813,8.13,0.014052363312869489
814,8.14,0.014087570399045679
815,8.15,0.014122864430281953
816,8.16,0.014158245614953338
817,8.17,0.014193714161902543
818,8.18,0.014229270280440659
819,8.19,0.014264914180348257
820,8.2,0.01430064607187607
821,8.21,0.014336466165746043
822,8.22,0.01437237467315216
823,8.23,0.014408371805761312
824,8.24,0.014444457775714247
825,8.25,0.014480632795626435
826,8.26,0.014516897078588963
827,8.27,0.014553250838169442
828,8.28,0.014589694288412848
829,8.29,0.01462622764384255
830,8.3,0.014662851119461048
831,8.31,0.01469956493075098
832,8.32,0.014736369293676006
833,8.33,0.01477326442468163
834,8.34,0.014810250540696263
835,8.35,0.014847327859131933
836,8.36,0.014884496597885325
837,8.37,0.01492175697533865
838,8.38,0.014959109210360479
839,8.39,0.014996553522306808
840,8.4,0.015034090131021766
841,8.41,0.015071719256838678
842,8.42,0.015109441120580897
843,8.43,0.015147255943562728
844,8.44,0.015185163947590362
845,8.45,0.015223165354962688
846,8.46,0.015261260388472394
847,8.47,0.015299449271406662
848,8.48,0.015337732227548185
849,8.49,0.015376109481176159
850,8.5,0.01541458125706699
851,8.51,0.015453147780495445
852,8.52,0.015491809277235348
853,8.53,0.015530565973560655
854,8.54,0.01556941809624631
855,8.55,0.015608365872569111
856,8.56,0.015647409530308732
857,8.57,0.01568654929774857
858,8.58,0.01572578540367667
859,8.59,0.015765118077386685
860,8.6,0.01580454754867869
861,8.61,0.015844074047860292
862,8.62,0.015883697805747325
863,8.63,0.015923419053664945
864,8.64,0.015963238023448487
865,8.65,0.01600315494744434
866,8.66,0.016043170058511004
867,8.67,0.016083283590019835
868,8.68,0.016123495775856166
869,8.69,0.01616380685042004
870,8.7,0.01620421704862728
871,8.71,0.016244726605910358
872,8.72,0.016285335758219287
873,8.73,0.016326044742022636
874,8.74,0.01636685379430838
875,8.75,0.01640776315258487
876,8.76,0.016448773054881766
877,8.77,0.01648988373975088
878,8.78,0.016531095446267283
879,8.79,0.01657240841403003
880,8.8,0.016613822883163248
881,8.81,0.016655339094317004
882,8.82,0.01669695728866819
883,8.83,0.016738677707921604
884,8.84,0.01678050059431069
885,8.85,0.01682242619059863
886,8.86,0.016864454740079186
887,8.87,0.016906586486577686
888,8.88,0.01694882167445194
889,8.89,0.016991160548593134
890,8.9,0.017033603354426843
891,8.91,0.017076150337913917
892,8.92,0.01711880174555144
893,8.93,0.017161557824373654
894,8.94,0.017204418821952856
895,8.95,0.01724738498640047
896,8.96,0.017290456566367816
897,8.97,0.01733363381104712
898,8.98,0.017376916970172556
899,8.99,0.017420306294020967
900,9.0,0.017463802033413044
901,9.01,0.01750740443971405
902,9.02,0.017551113764834914
903,9.03,0.017594930261233113
904,9.04,0.017638854181913615
905,9.05,0.0176828857804298
906,9.06,0.01772702531088445
907,9.07,0.01777127302793067
908,9.08,0.01781562918677282
909,9.09,0.017860094043167424
910,9.1,0.017904667853424254
911,9.11,0.01794935087440704
912,9.12,0.017994143363534686
913,9.13,0.01803904557878194
914,9.14,0.018084057778680558
915,9.15,0.018129180222320136
916,9.16,0.018174413169349087
